"artist_id";"artist_name";"artist_followers";"artist_popularity";"n_genres";"total_releases";"n_album";"n_single";"n_appears_on";"n_compilation"
"1fctva4kpRbg2k3v7kwRuS";"Rvssian";552476;71;2;49;0;10;39;0
"2gTcdmBwgyh3EORKIXCzlw";"El Profesor";37309;62;0;5;0;3;2;0
"3QSQFmccmX81fWCUSPTS7y";"Dean Lewis";344211;81;2;15;0;6;9;0
"7eLcDZDYHXZCebtQmVFL25";"Aitana";422996;71;1;48;1;22;25;0
"4LcUpNlXFEleaLlelmkv2R";"Kris Kross Amsterdam";65175;74;3;20;0;13;7;0
"1MHslxKWxauC559dXYEX1C";"DJ Durel";3057;55;1;2;0;1;1;0
"0IsDyC7yhWO36zl3qlFzGH";"Don Khuma";17;0;0;0;0;0;0;0
"67mFhErdTWmJ9slGMC6vOf";"Trío Los Josefinos";6;0;0;0;0;0;0;0
"3J8pdA8hGN7lMw8ENo5fRv";"Tropijazz";8;0;0;0;0;0;0;0
"1aS5tqEs9ci5P9KD9tZWa6";"Bonez MC";784428;81;1;54;4;3;47;0
"6UE7nl9mha6s8z0wFQFIZ2";"Robyn";522692;69;6;99;8;26;65;0
"4LLpKhyESsyAXpc4laK94U";"Mac Miller";3007432;84;4;110;13;27;70;0
"21dooacK2WGBB5amYvKyfM";"Smokepurpp";1413133;74;7;77;2;22;53;0
"0VRj0yCOv2FXJNP47XQnx5";"Quavo";2709296;87;6;269;2;19;248;0
"2RDOrhPqAM4jzTRCEb19qX";"Sheck Wes";441035;78;7;3;1;1;1;0
"0SfsnGyD8FpIN4U4WCkBZ5";"Armin van Buuren";2669994;78;4;801;30;245;425;101
"6i3DxIlAqnDkwELLw4aVrx";"Lele Pons";211026;70;1;5;0;4;1;0
"2jzc5TC5TVFLXQlBNiIUzE";"a-ha";753312;72;7;281;16;11;251;3
"1Ffb6ejR6Fe5IamqA5oRUF";"Bring Me The Horizon";2246456;80;4;21;9;9;3;0
"70gP6Ry4Uo0Yx6uzPIdaiJ";"Bas";205968;69;5;32;5;6;21;0
"1ShZZUjkbXCjhwrb18BA8I";"Bryce Vine";138616;70;3;24;0;20;4;0
"2jnIB6XdLvnJUeNTy5A0J2";"Why Don't We";1157641;79;5;29;1;25;3;0
"6bwVWdQfr6ttzrGLboVkjg";"Paul Rosenberg";1176;54;1;4;0;1;3;0
"5zctI4wO9XSKS8XwcnqEHk";"Lil Mosey";505807;79;4;6;2;2;2;0
"5UjifI1TYefXWn9GdqDOHl";"Social House";12833;65;1;3;0;2;1;0
"2X97ZAqRKRMYFIDqtvGgGc";"Silk City";26040;73;4;12;0;11;1;0
"6m1LYS5NQonxjOcQFPQOb5";"Frenna";210479;78;1;44;4;14;26;0
"2HUwZ0kumzCSlhFcjFZfpp";"Flipp Dinero";265836;76;3;23;1;12;10;0
"7F2utINZ6tSokSiZTQBE27";"Gue Pequeno";1046055;73;1;120;7;13;100;0
"3MZsBdqDrRTJihTHQrO6Dq";"Joji";1038006;82;2;23;3;9;11;0
"2Im8m4STDBosjfmb5hmP80";"Loredana";107741;71;1;6;0;5;1;0
"1yR65psqiazQpeM79CcGh8";"Marília Mendonça";8656974;82;1;82;5;4;73;0
"0JOxt5QOwq0czoJxvSc5hS";"GASHI";73082;71;2;36;1;25;10;0
"3gd8FJtBJtkRxdfbTu19U2";"Mumford & Sons";4896485;79;3;32;8;8;16;0
"2JwyRtuXf2l6sTnSnGVIa1";"Farid Bang";545534;71;1;79;8;9;62;0
"1Bl6wpkWCQ4KVgnASpvzzA";"BROCKHAMPTON";725686;76;3;20;5;14;1;0
"0p4nmQO2msCgU4IF37Wi3j";"Avril Lavigne";4007663;80;5;38;6;10;21;1
"4VuARVJiWGsH2msKTdsKdQ";"Veysel";451305;70;3;41;6;14;21;0
"4npEfmQ6YuiwW1GpUmaq3F";"Ava Max";171880;83;2;17;0;11;6;0
"40LHVA5BTQp9RxHOQ9JPYj";"Lauren Daigle";713008;75;3;42;5;8;29;0
"3jK9MiCrA42lLAdMGUZpwa";"Anderson .Paak";919074;77;4;109;7;20;82;0
"2hlmm7s2ICUX0LVIhVFlZQ";"Gunna";901429;89;4;83;8;17;58;0
"6w9ToX5slZ4uIdmD17hJ3c";"Bryant Myers";2367468;79;4;127;2;42;83;0
"4wLXwxDeWQ8mtUIRPxGiD6";"Marc Anthony";2809329;80;4;142;18;11;113;0
"1RBzGO6Nm3uyhUSxP7EDWO";"Kevin Roldan";2262731;77;5;97;2;49;46;0
"5tHiL8SKSaZGMBUPIiSmX4";"KitschKrieg";29761;72;1;19;1;16;2;0
"2auC28zjQyVTsiZKNgPRGs";"RM";602839;65;2;9;1;2;6;0
"3J0BpFVUc9LeOIVeN5uNhU";"Lauren Jauregui";484342;67;2;18;0;6;12;0
"2cWZOOzeOm4WmBJRnD5R7I";"Normani";289483;84;4;15;0;10;5;0
"3EW0kQ1skZiK1NHg3Spt9J";"Takeoff";349157;72;6;31;1;4;26;0
"47uyFQHOD02S0lj9ptRpoB";"Felipe Araújo";1887321;76;2;51;4;7;40;0
"5C4PDR4LnhZTbVnKWXuDKD";"Morat";1627277;80;2;26;3;8;15;0
"3CJKkU0XuElRT1z8rEtIYg";"Luciano";237960;75;1;23;3;8;12;0
"2VYQTNDsvvKN9wmU5W7xpj";"Marilyn Manson";1917786;72;7;72;19;11;41;1
"1mG23iQeR29Ojhq89D5gbh";"DJ Jazzy Jeff & The Fresh Prince";145211;57;5;17;5;0;8;4
"3pgCLfNbw5ozIfoNsvDU7i";"Fedez";1197530;70;3;29;6;12;11;0
"6sFIWsNpZYqfjUpaCgueju";"Carly Rae Jepsen";3226964;74;6;52;5;22;25;0
"4gOc8TsQed9eqnqJct2c5v";"K/DA";85443;64;0;1;0;1;0;0
"4QVBYiagIaa6ZGSPMbybpy";"Pedro Capó";149343;82;1;42;4;8;30;0
"250b0Wlc5Vk0CoUsaCY84M";"JENNIE";164100;70;2;5;0;1;4;0
"4FpJcNgOvIpSBeJgRg3OfN";"Orelsan";893303;72;3;43;4;3;36;0
"0NWbwDZY1VkRqFafuQm6wk";"Mike WiLL Made-It";790970;73;7;33;8;16;9;0
"6h1s4i4XKIYv4ErDelLDN0";"Samra";68912;67;2;12;0;6;6;0
"1wZtkThiXbVNtj6hee6dz9";"Wisin & Yandel";2741978;81;5;130;26;17;87;0
"0lHB0Qc4pmD5RkTLlHeESo";"MC L da Vinte";94544;68;2;16;0;13;3;0
"5wyWp867LWGjFmYZXVSFnZ";"MERO";184130;77;1;4;0;4;0;0
"2rhFzFmezpnW82MNqEKVry";"Ski Mask The Slump God";1914004;84;3;76;4;15;57;0
"0qSX3s5pJnAlSsgsCne8Cz";"Brett Eldredge";845547;68;4;12;5;5;2;0
"2cFCoDyEaPrw8QVnrDlPKU";"Stan Kenton";166;17;0;1;1;0;0;0
"3Y7RZ31TRPVadSFVy1o8os";"H.E.R.";1240125;81;3;27;1;12;14;0
"4K9aclpXgCPNFGEqRlFPal";"Peter Manos";27834;66;1;3;0;3;0;0
"39KEQQAG9JhIt71g9NEVhh";"Azet";684743;79;2;25;3;14;8;0
"5rSXSAkZ67PYJSvpUpkOr7";"Backstreet Boys";1999249;80;3;52;13;10;28;1
"5V0MlUE1Bft0mbLlND7FJz";"Ella Fitzgerald";1271396;70;5;992;174;6;770;42
"3FUY2gzHeIiaesXtOAdB7A";"Train";2662508;75;4;46;11;11;23;1
"7AzjETXRUKNRSJHMW9GIqd";"Nina Nesbitt";156719;71;8;38;1;31;6;0
"2gsggkzM5R49q6jpPvazou";"Jessie J";5657948;74;7;68;15;16;37;0
"4S9EykWXhStSc15wEx8QFK";"Céline Dion";2117486;76;2;127;21;11;91;4
"0HU0U9kdXEHZVxUNbuQe8S";"Donny Hathaway";233971;61;10;298;10;1;286;1
"6KfzyefHYuqfWaI5taICaN";"Band Aid 30";2253;39;0;1;0;0;1;0
"2ySHS7UojGu20XfUPaBlyu";"Devin Dawson";83082;61;3;7;2;3;2;0
"21LGsW7bziR4Ledx7WZ1Wf";"Johnny Mathis";139050;57;7;175;100;1;67;7
"3ZLTo5lvkqwEdOCmE4BMkc";"Mel & Kim";11066;38;0;1;0;1;0;0
"5FxshnB3eJ2YDn8xN8zDKq";"Hannah Kerr";15606;49;3;7;2;5;0;0
"10XY9PZCJKzUFzZOdtlQLU";"LX";19895;69;1;8;0;1;7;0
"6xlRSRMLgZbsSNd0BMobwy";"Dennis DJ";1196368;79;2;116;8;60;48;0
"3OxZ4asD88P1lJJmLcXz4K";"Márcia Fellipe";679929;70;2;41;4;18;19;0
"1zEo6Fk1iaaOYFlFPBHCFn";"Humberto & Ronaldo";712256;66;3;70;3;7;60;0
"6XpaIBNiVzIetEPCWDvAFP";"Whitney Houston";3843756;77;4;109;12;24;70;3
"3WQ1s2QFvL6crxBvrVhwzj";"Gabriel Diniz";637382;71;2;48;5;14;29;0
"2UMj7NCbuqy1yUZmiSYGjJ";"MC Kevin o Chris";40099;76;1;27;0;21;6;0
"3p7PcrEHaaKLJnPUGOtRlT";"Henrique & Juliano";7762327;80;1;81;8;14;59;0
"3KwmxIhSe9UTSEF37kwngR";"SHAED";30813;67;1;10;0;8;2;0
"4GNC7GD6oZMSxPGyXy4MNB";"Lewis Capaldi";281788;80;2;19;0;11;8;0
"3hteYQFiMFbJY7wS0xDymP";"Gesaffelstein";233766;75;2;51;5;10;36;0
"5j21TGkrNEAJe3gG9VlS34";"Shindy";389654;72;2;13;0;2;11;0
"0cGUm45nv7Z6M6qdXYQGTX";"Kehlani";2258178;85;4;108;6;33;69;0
"5dXlc7MnpaTeUIsHLVe3n4";"Coez";1060953;73;4;52;4;13;35;0
"53KwLdlmrlCelAZMaLVZqU";"James Blake";811653;77;2;43;4;13;26;0
"3yiEJ9SByXZMXTwaKdVFN4";"Luche";197234;72;2;35;5;4;26;0
"0YinUQ50QDB7ZxSCLyQ40k";"Mustard";348273;78;7;89;6;27;56;0
"0O1cTzccAEKaEFShgzAK9V";"Bass Santana";65054;71;3;26;5;9;12;0
"5BvJzeQpmsdsFp4HGUYUEx";"Vampire Weekend";1263279;73;9;25;3;18;4;0
"0JBdTCGs111JKKYfLqOEBa";"Shirin David";99441;69;1;2;0;2;0;0
"3Fl1V19tmjt57oBdxXKAjJ";"Blueface";302394;83;3;37;2;14;21;0
"1Fg19vpUJpAAPFjnKaVYVW";"Reynmen";168430;64;1;3;0;3;0;0
"6USv9qhCn6zfxlBQIYJ9qs";"Dominic Fike";25347;69;1;3;0;1;2;0
"1MIVXf74SZHmTIp4V4paH4";"Mabel";185533;79;7;38;1;26;11;0
"7ciBW1p3KBsYIkFk4UmwS8";"The Rudeboyz";6059;71;1;14;0;12;2;0
"3hN3iJMbbBmqBSAMx5veDa";"Ultimo";786630;78;2;12;2;7;3;0
"3GBBxBdoolb0B5YizZq9bF";"Eno";230294;74;1;24;3;10;11;0
"06nvjg4wBANK6DCHjqtPNd";"Mahmood";58761;73;1;10;1;5;4;0
"5iot8OPcosJN9nCl7I5SdK";"Irama";643525;71;2;8;4;4;0;0
"1cNDP5yjU5vjeR8qMf4grg";"YNW Melly";471508;85;2;45;2;19;24;0
"5NGO30tJxFlKixkPSgXcFE";"The Police";2513002;76;9;35;9;2;19;5
"3DiDSECUqqY1AuBP8qtaIa";"Alicia Keys";5915204;79;5;117;11;24;82;0
"6Ad91Jof8Niiw0lGLLi3NW";"YUNGBLUD";152783;75;2;11;1;6;3;1
"5p7mWeX4RlvqBCxylfiXdE";"KC Rebell";645774;74;1;39;4;3;32;0
"6tkyhGe9hGI3Lcfo4gVh6Z";"ChocQuibTown";276367;73;6;65;6;15;44;0
"2QUvtLq6oQaX0LNsYY2fas";"Cauty";12230;72;1;18;0;17;1;0
"6kq4GHwUcUojGIu0ziSNXf";"Amenazzy";244310;74;2;60;0;37;23;0
"5KNNVgR6LBIABRIomyCwKJ";"Dermot Kennedy";213356;75;2;11;0;10;1;0
"5bzWtCkjIAMgN93gLt56SO";"Tropkillaz";142581;73;5;162;0;114;48;0
"6Te49r3A6f5BiIgBRxH7FH";"Ninho";1507771;78;2;57;2;6;49;0
"0HkcYmcjrBR3SCw9Ld5VZk";"Calboy";21228;71;1;8;2;3;3;0
"57LYzLEk2LcFghVwuWbcuS";"Summer Walker";253086;75;6;6;2;3;1;0
"7gOdHgIoIKoe4i9Tta6qdD";"Jonas Brothers";1742428;82;4;16;6;4;6;0
"2auiVi8sUZo17dLy1HwrTU";"Solange";685772;77;6;87;6;18;63;0
"0KPX4Ucy9dk82uj4GpKesn";"Dalex";23052;73;1;56;1;26;29;0
"6SGvRyZuaSuWmP6IWUKpGf";"Kenny Man";10735;72;1;7;3;4;0;0
"77qukKzmdI5BeMBR7WGUrN";"Aaron Smith";59138;70;1;9;0;4;5;0
"2J0JN7EFN10G1Tty6hX0AN";"DJ Esco";183830;58;6;13;3;4;6;0
"5nCi3BB41mBaMH9gfr6Su0";"fun.";3188010;69;4;18;5;5;8;0
"5SyGEPymt1G2uto47tVWvZ";"MadeinTYO";689778;73;8;71;5;16;50;0
"2CvCyf1gEVhI0mX6aFXmVI";"Paul Simon";938412;71;10;133;20;5;106;2
"44NX2ffIYHr6D4n7RaZF7A";"Van Morrison";1038200;74;9;142;54;16;71;1
"3RwQ26hR2tJtA8F9p2n7jG";"The Temptations";1241516;70;8;323;62;7;236;18
"5lCY3tqdQxbeg5igSlObaT";"Nebu Kiniza";186755;65;2;24;1;20;3;0
"1Zatb2YN4erBOoSivOXc0o";"O.T. Genasis";598861;64;6;82;2;28;52;0
"3KV3p5EY4AvKxOlhGHORLg";"Jeremih";3204690;81;10;347;10;26;311;0
"60df5JBRRPcnSpsIMxxwQm";"Otis Redding";1256896;70;7;444;19;4;409;12
"6PXS4YHDkKvl1wkIl4V8DL";"Fetty Wap";3331021;77;7;218;4;45;169;0
"2FjkZT851ez950cyPjeYid";"Bobby McFerrin";90997;59;1;57;15;0;41;1
"1gPhS1zisyXr5dHTYZyiMe";"Kevin Gates";2237524;79;5;273;13;33;227;0
"6hnWRPzGGKiapVX1UCdEAC";"Sam Cooke";782881;70;6;31;13;1;10;7
"22bE4uQ6baNwSHPVcDxLCe";"The Rolling Stones";6332890;80;5;125;68;27;17;13
"2mxe0TnaNL039ysAj51xPQ";"R. Kelly";1824006;72;0;293;22;25;243;3
"4lxfqrEsLX6N1N4OCSkILp";"Phil Collins";1787327;77;2;82;20;2;56;4
"5mnS9jJdKQQcRSqFu5YPVe";"Auli'i Cravalho";30928;67;4;10;0;7;3;0
"0fA0VVWsXO9YnASrzqfmYu";"Kid Cudi";2909792;78;3;123;16;7;100;0
"0u2FHSq3ln94y5Q57xazwf";"Keith Urban";2971241;74;4;60;13;8;38;1
"16oZKvXb6WkQlVAjwo2Wbg";"The Lumineers";2971614;76;5;22;4;11;7;0
"3NPpFNZtSTHheNBaWC82rB";"X Ambassadors";1453452;76;5;68;5;26;37;0
"716ZwtZBmwROBXcFmCzfdM";"Andrew McMahon in the Wilderness";121539;59;7;25;5;12;8;0
"19Fi1Rj7kk8kyiwxpXy3yM";"August Alsina";1643597;68;9;95;12;16;67;0
"6e4aHkdDUcsaXPTQdF6Qhn";"Life of Dillon";31021;53;0;8;0;8;0;0
"67nwj3Y5sZQLl72VNUHEYE";"Wale";1906697;74;10;389;15;55;319;0
"4NZvixzsSefsNiIqXn0NDe";"Maggie Rogers";337263;74;1;21;1;11;9;0
"4MoAOfV4ROWofLG3a3hhBN";"Jon Pardi";682641;71;4;14;2;4;8;0
"1sBkRIssrMs1AbVkOJbc7a";"Rick Ross";2982704;78;7;958;34;44;880;0
"1UTPBmNbXNTittyMJrNkvw";"Blake Shelton";4083758;73;3;79;14;19;44;2
"3qm84nBOXUEQ2vnTfUTTFC";"Guns N' Roses";11186541;81;3;21;8;3;7;3
"3CygdxquGHurS7f9LjNLkv";"Little Big Town";1348943;65;5;45;8;8;29;0
"7mDU6nMUJnOSY2Hkjz5oqM";"Roy Woods";545351;70;8;20;6;8;6;0
"5a2EaR3hamoenG9rDuVn8j";"Prince";3238677;74;3;65;45;4;10;6
"0TImkz4nPqjegtVSMZnMRq";"TLC";1490336;72;10;52;7;10;33;2
"5schNIzWdI9gJ1QRK8SBnc";"Ben Howard";1509852;72;6;15;4;8;3;0
"3GBPw9NK25X1Wt2OUvOwY3";"Jack Johnson";2331472;79;1;62;13;7;40;2
"47z7ZrgFoBvVpCnElCE3Zh";"Yellow Claw";710732;72;5;99;6;37;56;0
"0fiWOxhsBsQQvFDtxUQWo0";"Brett Young";325252;73;1;29;3;5;21;0
"5Berubt6ysOy2LCMyqhmXP";"YFN Lucci";1065752;68;7;179;7;20;152;0
"718COspgdWOnwOFpJHRZHS";"Luke Combs";1011550;79;2;18;2;7;9;0
"5me0Irg2ANcsgc93uaYrpb";"The Notorious B.I.G.";3612975;79;6;110;10;9;89;2
"3jOstUTkEu2JkjvRdBA5Gu";"Weezer";1523387;77;7;59;20;11;27;1
"7w9jdhcgHNdiPeNPUoFSlx";"Dropkick Murphys";710216;66;6;42;14;4;22;2
"2o8lOQRjzsSC8UdbNN88HN";"mansionz";160497;64;2;12;1;5;6;0
"2iojnBLj0qIMiKPvVhLnsH";"Trey Songz";4010574;79;6;326;17;28;281;0
"7vCtweS8UVAXTyau2j0rDT";"Josh Turner";1227173;67;4;36;13;8;14;1
"3FfvYsEGaIb52QPXhg4DcH";"Jason Aldean";2884294;77;3;46;9;11;26;0
"5q8HGNo0BjLWaTAhRtbwxa";"Brantley Gilbert";1455203;69;5;51;7;6;38;0
"21mKp7DqtSNHhCAU2ugvUw";"ODESZA";888242;75;3;48;5;22;21;0
"4YLtscXsxbVgi031ovDDdh";"Chris Stapleton";1331812;76;1;25;3;4;18;0
"6dC0rIJNLSFZwqckLgXJ8p";"Timeflies";256690;66;9;55;9;45;1;0
"0iHb0mCbqZTYeb4y9Pirrd";"Temple Of The Dog";475587;59;7;7;3;2;2;0
"23EA28263XvtIrXuySX6oI";"Francis and the Lights";92080;59;1;21;5;9;7;0
"1dID9zgn0OV0Y8ud7Mh2tS";"Dustin Lynch";960975;70;4;15;4;6;5;0
"00TKPo9MxwZ0j4ooveIxWZ";"Loote";36439;73;8;47;2;13;32;0
"1ZwdS5xdxEREPySFridCfh";"2Pac";5762604;81;6;232;32;5;191;4
"5XenQ7XfcvQdfIbpLEFaKQ";"GoldLink";433692;72;6;90;5;27;58;0
"7x8nK0m0cP2ksQf0mjWdPS";"Dierks Bentley";1703537;72;4;47;14;5;28;0
"0EdvGhlC1FkGItLOWQzG4J";"Sublime";1251384;72;3;46;13;1;22;10
"78YqeIji3mgAS2K1Maca6x";"Dylan Scott";409708;66;4;19;1;15;3;0
"7hJcb9fa4alzcOq3EaNPoG";"Snoop Dogg";4376111;83;6;1091;43;107;935;6
"6yJCxee7QumYr820xdIsjo";"Zac Brown Band";1404486;74;4;127;7;9;110;1
"2bA6fzP0lMAQ4kz6CF61w8";"Toby Keith";1028867;69;3;103;43;16;43;1
"3IYUhFvPQItj6xySrBmZkd";"Creedence Clearwater Revival";2437706;78;5;22;9;0;12;1
"7C3Cbtr2PkH2l4tOGhtCsk";"Shallou";74850;66;4;35;1;20;14;0
"3vAaWhdBR38Q02ohXqaNHT";"The All-American Rejects";1346024;69;6;43;9;10;24;0
"6y8XlgIV8BLlIg1tT1R10i";"Old Dominion";461507;72;2;15;3;8;4;0
"1PbBg2aYjWLKRk84zJK15x";"Echosmith";507774;62;1;20;1;16;3;0
"07Y8trtAhW1FFUPqZYTosy";"NexXthursday";9072;47;0;7;0;4;3;0
"1By9QBFnjZAoI83BZppHlt";"Billy Currington";1278184;69;4;19;7;6;5;1
"1mfDfLsMxYcOOZkzBxvSVW";"Cole Swindell";1039607;69;4;9;4;4;1;0
"5X9N1eM5gI3riDXDdk4GPC";"Hazers";1609;47;0;12;0;7;5;0
"7kFfY4UjNdNyaeUgLIEbIF";"DeJ Loaf";984931;68;8;126;2;27;97;0
"28j8lBWDdDSHSSt5oPlsX2";"ZHU";422500;70;3;50;4;28;18;0
"0c2FPgHaY20scmp44dhPXg";"Chad Focus";136248;6;0;1;0;0;1;0
"5Nf5yishRW9Ye174sJISkg";"London On Da Track";34693;59;0;14;1;7;6;0
"0BvkDsjIUla7X0k6CSWh1I";"Luke Bryan";3776830;77;3;66;12;18;36;0
"20wkVLutqVOYrc0kxFs7rA";"Daniel Caesar";1177852;80;2;25;2;8;15;0
"3eXSznGfQxOSL8TGWUiV08";"Friyie";4273;39;1;21;0;13;8;0
"0orEyXhG0KnPEDVgpctNJI";"DJDS";7464;55;0;21;3;12;6;0
"5pkJj3IFFJBgzNYJsGR57Y";"Chucho Flash";6799;35;0;11;0;6;5;0
"3aGFCoR8xGN6DKwvdzeSja";"ILoveMakonnen";270989;72;5;75;6;15;54;0
"3vbKDsSS70ZX9D2OcvbZmS";"Beck";874626;69;8;97;18;26;53;0
"6DIS6PRrLS3wbnZsf7vYic";"WALK THE MOON";1218536;73;6;31;5;12;14;0
"7DuTB6wdzqFJGFLSH17k8e";"Bhad Bhabie";1263688;73;2;14;1;12;1;0
"2lRH2dgU5Kk4Bc5phmII4T";"LANCO";182601;64;3;5;1;2;2;0
"7crPfGd2k81ekOoSqQKWWz";"Stevie Nicks";451161;65;3;54;11;9;32;2
"4aXXDj9aZnlshx7mzj3W1N";"Lin-Manuel Miranda";191762;77;2;27;1;5;21;0
"6WY7D3jk8zTrHtmkqqo5GI";"Maren Morris";302780;79;2;37;2;8;27;0
"3yvCFkK57FXH7JIwZQ5CmU";"Baka Not Nice";71317;56;2;9;1;8;0;0
"2lbUjuMzHkT4qIECvk2f3L";"Kris Wu";322621;58;1;15;2;13;0;0
"4oUHIQIBe0LHzYfvXNW4QM";"Morgan Wallen";117390;69;4;11;1;9;1;0
"3hyEbRtp617pNCuuQjyOmc";"Lost Kings";127102;70;9;42;0;22;20;0
"3HiuzBlSW7pGDXlSFMhO2g";"Young Dolph";913033;71;6;331;28;29;274;0
"4BYxqVkZyFjtik7crYLg5Q";"Chris Young";1343704;70;4;22;8;1;13;0
"4HzKw8XcD0piJmDrrPRCYk";"Majid Jordan";377311;68;6;21;2;4;15;0
"3mY9Ii0cL5SQxpOTAm8SHx";"Warren Zevon";132897;55;13;148;17;0;130;1
"42MRYPhQfcEXqb18dl5ERX";"Bobby \"Boris\" Pickett";9304;32;1;17;1;3;13;0
"5WWSL6rElJeUk3Uc1S2RyD";"Dead Or Alive";135555;59;6;62;4;3;51;4
"00oL7zWxmWveTsKF7DnIRd";"Kyle Dixon & Michael Stein";33695;58;1;11;7;2;2;0
"3RqBeV12Tt7A8xH3zBDDUF";"Kelsea Ballerini";573358;76;4;19;2;6;11;0
"7wlFDEWiM5OoIAt8RSli8b";"YoungBoy Never Broke Again";2228331;85;1;128;12;21;95;0
"5Bcvq9L6VlpAv5LX7Q5Y3r";"MC Ty";17;0;0;0;0;0;0;0
"1E2AEtxaFaJtH0lO7kgNKw";"Russell Dickerson";145844;67;4;7;2;3;2;0
"3aQeKQSyrW4qWr35idm0cy";"T-Pain";1919892;80;9;479;18;47;412;2
"1HwM5zlC5qNWhJtM00yXzG";"DMX";1314793;72;7;241;24;15;198;4
"6Av6GMCOznZIlHuNcBWgf4";"Jay Critch";332027;66;6;138;2;26;110;0
"4yBK75WVCQXej1p04GWqxH";"Jeezy";1208902;73;9;519;30;32;456;1
"7EK1bQADBoqbYXnT4Cqv9w";"John Denver";564143;71;6;112;35;2;62;13
"0SCbttzoZTnLFebDYmAWCm";"Glee Cast";1011885;75;4;519;25;488;6;0
"7sKxqpSqbIzphAKAhrqvlf";"Walker Hayes";139659;62;5;18;4;10;4;0
"0701LAQrkY5Il5vt06uNnC";"Trouble";58372;56;6;101;10;20;71;0
"4QTVePrFu1xuGM9K0kNXkk";"Dexys Midnight Runners";87430;66;4;61;7;3;50;1
"0w7HLMvZOHatWVbAKee1zF";"Redbone";52783;63;1;25;10;1;12;2
"68abRTdO4meYReMWHvBYb0";"Chris Lane";201966;66;2;14;3;9;2;0
"1KP6TWI40m7p3QBTU6u2xo";"BØRNS";628034;68;5;25;4;9;12;0
"71le7jtjw9hq389Fnvi6XM";"Soleima";8214;40;2;8;2;5;1;0
"4xFUf1FHVy696Q1JQZMTRj";"Carrie Underwood";3186652;73;6;61;9;5;46;1
"3mPc8WGusz2XF3Tvs3AKCR";"Carlie Hanson";45561;57;5;7;0;6;1;0
"6c1pBXHYjFcGQQNO5MMsdd";"Keys N Krates";154576;59;5;51;3;23;25;0
"586uxXMyD5ObPuzjtrzO1Q";"Sofi Tukker";213563;68;1;68;1;44;23;0
"0vqJkZ0RpLZixt3lTmD8vP";"Whethan";114807;70;7;20;1;9;10;0
"0EeQBlQJFiAfJeVN2vT9s0";"Nipsey Hussle";616102;69;8;291;20;68;203;0
"0mZbFsWo9tHccJsYkrIczQ";"Good Gas";9302;53;1;7;0;6;1;0
"6C1ohJrd5VydigQtaGy5Wa";"Joyner Lucas";629481;77;4;63;3;18;42;0
"77kULmXAQ6vWer7IIHdGzI";"Jordan Davis";93240;68;2;16;1;10;5;0
"6qGkLCMQkNGOJ079iEcC5k";"Ben Platt";59972;69;2;9;0;7;2;0
"0FOWNUFHPnMy0vOw1siGqi";"Belly";149691;67;9;67;8;22;37;0
"1J7FJ24Zv99uUQqhYhwHFc";"at Wendys";18166;26;0;1;0;1;0;0
"6pBNfggcZZDCmb0p92OnGn";"Chase Rice";535418;67;6;20;5;4;11;0
"0hYxQe3AK5jBPCr5MumLHD";"Sugarland";880116;62;5;36;11;5;20;0
"5QdEbQJ3ylBnc3gsIASAT5";"G Herbo";627790;70;6;121;11;19;91;0
"5eKqhPrKad0J9xGAtq3rW7";"BURNS";19040;52;0;37;0;18;19;0
"2HFuviZiAYhouKgvRX0y45";"Chantel Jeffries";36156;58;0;7;0;6;1;0
"3grHWM9bx2E9vwJCdlRv9O";"Kenny Chesney";2346507;73;3;52;23;2;25;2
"1AhjOkOLkbHUfcHDSErXQs";"88rising";167212;70;0;5;1;4;0;0
"5JMLG56F1X5mFmWNmS0iAp";"Chelsea Cutler";120347;73;4;31;2;16;13;0
"27w1NoOLMX7tJMYqcetPyG";"Vic Mensa";445989;68;10;98;4;20;74;0
"3TKCdsX8yNNoiC1gesn6or";"Ronny J";138703;64;5;22;1;5;16;0
"3nViOFa3kZW8OMSNOzwr98";"Queen Naija";787041;70;3;7;0;4;3;0
"2qgvmDsc4jrqbAbjq1HGM2";"Rodney Atkins";836873;68;5;17;4;4;8;1
"2M3vnW1p5w4uPRkLYTbvdB";"Rusted Root";80009;60;1;15;5;1;8;1
"0awl5piYwO0CDTHEkCjUhn";"Nico & Vinz";379498;64;2;28;1;14;13;0
"6oMfS8fHX0CyDwRptywVjr";"Len";4658;53;1;20;3;7;10;0
"5tTsrGPwQRWUsHR2Xf7Ke9";"Natalie Cole";243061;64;10;214;34;8;167;5
"1n2pb9Tsfe4SwAjmUac6YT";"Jake Owen";1083564;69;4;26;6;4;15;1
"0YWxKQj2Go9CGHCp77UOyy";"Fabolous";1119132;72;11;479;21;21;436;1
"1qDDkysTxJvFandHwP9CMx";"Noah Schnacky";11951;59;2;2;0;2;0;0
"6fxyWrfmjcbj5d12gXeiNV";"Denzel Curry";747475;75;8;86;3;15;68;0
"5eIbEEQnDM8yuDVB0bimSP";"RL Grime";245298;67;6;24;5;13;6;0
"0huGjMyP507tBCARyzSkrv";"YBN Cordae";295431;72;6;15;1;6;8;0
"0YrtvWJMgSdVrk3SfNjTbx";"Death Cab for Cutie";966492;69;8;52;16;22;14;0
"4KJ6jujcNPzOyhdNoiNftp";"lovelytheband";111265;67;2;6;1;3;2;0
